internals,assignments,viva,lab_marks,mid_exam,attendance,study_hours,backlogs,sleep_hours,stress_level,previous_cgpa,branch,year,final_score,grade
17,9,7,18,10,82,4.1,2,7.9,5,5.53,MECH,4,52.4,D
12,9,6,9,12,100,3.6,1,4.7,6,5.33,ECE,1,48.65,FAIL
18,12,3,13,14,73,8.9,0,7.8,3,6.15,MECH,2,51.65,D
12,10,5,17,18,79,3.4,3,7.8,7,5.31,MECH,4,50.02,D
11,7,9,15,14,89,5.2,1,7.6,5,5.58,CSE,2,48.85,FAIL
7,7,3,8,13,62,0.1,2,6.8,7,4.16,ECE,1,30.96,FAIL
7,7,6,18,13,80,4.9,1,5.6,2,5.87,MECH,2,49.57,FAIL
10,10,3,13,10,63,6.3,1,9.0,2,5.19,CSE,1,38.81,FAIL
8,6,3,10,18,87,2.9,2,6.8,5,4.66,CSE,4,41.08,FAIL
11,7,6,14,11,77,0.0,2,5.7,8,4.4,CSE,4,41.51,FAIL
13,7,5,12,10,79,3.9,3,7.7,9,3.94,CSE,2,38.66,FAIL
6,6,5,7,6,63,4.0,4,5.9,3,4.22,CSE,3,20.67,FAIL
19,7,5,14,14,85,5.4,1,5.6,5,6.35,ECE,4,48.9,FAIL
17,10,7,16,24,100,8.0,0,6.4,5,6.92,CSE,1,69.45,C
8,7,3,7,10,59,3.2,2,6.0,6,4.32,MECH,1,28.27,FAIL
7,6,5,12,5,69,2.3,0,5.6,7,5.05,MECH,1,34.86,FAIL
11,8,4,13,12,78,1.7,2,8.2,3,5.82,ECE,4,40.95,FAIL
14,8,7,16,17,86,4.4,1,6.8,5,5.7,CSE,2,52.81,D
17,9,4,16,13,66,5.0,0,8.9,1,5.7,CSE,3,52.83,D
9,3,3,11,11,32,2.9,3,5.7,7,4.2,MECH,3,19.8,FAIL
15,10,2,19,18,95,5.6,1,4.4,4,6.04,MECH,2,58.95,D
17,10,7,17,15,86,4.9,0,7.2,3,6.09,CSE,2,57.98,D
11,7,1,11,8,48,4.1,1,9.8,6,4.09,MECH,3,27.06,FAIL
9,5,3,16,12,65,2.2,3,7.8,4,5.99,ECE,1,37.32,FAIL
16,11,3,18,16,98,3.0,1,11.8,8,6.93,CSE,2,57.27,D
10,6,2,9,7,96,0.0,4,7.5,3,4.43,ECE,2,34.04,FAIL
14,7,6,10,16,89,4.5,1,7.4,9,5.43,MECH,3,47.32,FAIL
12,12,3,11,12,72,4.1,0,3.8,7,5.65,CSE,4,45.68,FAIL
12,11,2,15,17,76,4.4,1,7.6,8,5.54,MECH,2,45.21,FAIL
19,11,2,14,19,73,5.0,0,7.3,3,6.02,MECH,2,53.69,D
13,8,6,14,12,91,4.8,3,6.4,9,4.45,CSE,3,45.06,FAIL
14,7,3,12,13,61,3.8,2,6.8,3,5.48,CSE,3,40.61,FAIL
12,11,4,10,11,62,4.1,4,6.9,5,5.08,ECE,2,34.73,FAIL
16,9,5,5,9,90,1.2,2,6.7,8,5.21,MECH,4,38.38,FAIL
12,6,5,8,10,74,2.8,0,10.1,6,4.74,CSE,1,41.58,FAIL
18,8,5,20,15,95,4.1,1,6.4,3,5.23,ECE,2,57.36,D
3,8,5,14,13,64,2.5,2,7.3,7,4.57,ECE,1,35.37,FAIL
14,8,2,11,19,74,5.7,3,6.4,6,5.05,ECE,4,41.74,FAIL
12,10,3,10,10,61,2.7,1,8.2,4,4.9,MECH,3,41.05,FAIL
15,9,6,12,11,75,4.4,2,7.3,2,5.34,ECE,3,45.15,FAIL
8,5,6,14,14,52,4.2,1,6.6,6,4.54,MECH,3,34.98,FAIL
10,12,7,15,4,67,5.5,1,4.1,5,4.62,MECH,3,41.38,FAIL
9,6,2,15,9,53,5.8,2,7.4,5,5.01,ECE,1,33.33,FAIL
16,7,5,11,18,85,5.4,2,6.5,2,5.12,MECH,2,51.07,D
15,8,5,18,10,85,0.0,1,6.9,4,5.26,ECE,3,48.18,FAIL
7,9,3,11,10,49,6.4,1,5.2,6,4.83,CSE,4,28.48,FAIL
16,8,6,18,16,95,7.1,1,9.1,9,5.17,MECH,4,52.5,D
14,12,8,17,18,100,3.0,1,8.3,5,6.37,ECE,3,61.45,C
18,7,3,8,13,75,4.5,0,9.1,8,4.77,MECH,3,41.21,FAIL
14,13,2,11,12,65,2.2,1,8.7,7,5.35,ECE,3,39.21,FAIL
13,10,5,14,13,100,0.1,0,7.9,5,5.47,CSE,1,54.09,D
11,5,3,9,11,55,2.5,2,5.3,3,5.15,CSE,1,29.39,FAIL
17,7,5,9,11,75,2.9,0,9.8,3,5.64,ECE,2,44.58,FAIL
13,10,4,12,10,77,3.3,3,5.6,6,5.21,MECH,1,37.52,FAIL
10,8,4,19,19,95,2.1,1,6.6,4,5.92,MECH,2,53.07,D
19,9,4,16,13,80,2.5,1,8.1,4,6.28,CSE,3,53.89,D
16,13,4,12,13,67,4.0,2,8.1,5,5.7,MECH,3,48.4,FAIL
10,9,3,12,14,60,2.5,1,7.9,5,5.03,MECH,2,36.64,FAIL
14,9,5,8,6,69,5.1,2,6.4,7,4.3,ECE,3,32.31,FAIL
9,11,3,11,6,59,5.4,3,6.1,4,3.87,MECH,4,30.36,FAIL
14,9,3,10,16,75,8.8,1,10.8,7,5.92,MECH,2,45.7,FAIL
13,9,6,10,13,66,6.3,1,6.9,6,4.85,MECH,1,39.75,FAIL
13,7,3,14,7,52,4.5,1,6.8,2,4.75,MECH,2,38.54,FAIL
15,8,7,12,8,93,2.8,1,5.9,6,5.17,ECE,4,47.34,FAIL
17,9,4,13,10,67,4.6,1,7.4,1,5.89,CSE,1,46.77,FAIL
13,7,2,11,13,55,4.7,0,7.3,3,4.82,MECH,3,37.25,FAIL
17,7,4,18,15,72,3.0,1,7.0,6,5.37,CSE,1,47.49,FAIL
20,9,4,3,15,76,5.6,1,7.6,5,5.49,ECE,1,47.49,FAIL
11,5,3,8,5,48,1.2,2,9.6,1,5.01,ECE,2,27.93,FAIL
14,11,4,22,11,79,3.5,1,6.1,3,6.29,CSE,3,55.39,D
13,7,3,17,13,59,5.1,3,7.1,1,5.52,CSE,2,38.54,FAIL
10,12,7,17,15,100,3.4,1,6.0,2,5.8,MECH,2,54.76,D
14,11,4,15,12,82,3.6,2,7.4,6,5.51,ECE,3,47.57,FAIL
12,10,8,13,13,69,3.7,0,6.1,4,5.96,CSE,1,50.64,D
9,6,5,7,12,63,2.3,1,6.2,5,4.67,ECE,3,36.66,FAIL
14,10,4,13,21,73,6.3,2,4.8,5,5.46,ECE,4,47.61,FAIL
7,8,5,12,16,84,2.0,2,7.1,5,5.09,MECH,3,43.47,FAIL
13,9,3,17,12,74,4.6,3,7.6,7,5.08,MECH,4,38.93,FAIL
14,6,6,14,13,71,4.8,2,9.8,5,5.27,MECH,1,44.04,FAIL
7,8,6,12,11,75,2.1,1,7.7,7,4.57,ECE,3,39.81,FAIL
18,10,5,12,13,65,4.1,2,6.3,1,6.22,MECH,2,46.54,FAIL
12,10,3,9,15,69,2.2,2,5.0,7,4.19,CSE,2,39.6,FAIL
15,5,4,6,15,43,6.8,1,5.2,2,4.27,MECH,1,36.28,FAIL
15,6,3,14,14,89,1.7,0,5.1,3,5.28,CSE,2,49.26,FAIL
15,11,2,10,19,79,2.7,2,9.8,4,6.02,ECE,4,48.73,FAIL
16,5,4,10,10,63,1.6,1,7.4,7,5.13,CSE,2,37.87,FAIL
17,12,2,16,15,100,1.3,2,6.1,3,4.88,ECE,2,55.29,D
22,13,4,17,20,76,7.2,0,5.6,4,6.14,MECH,2,62.51,C
14,10,5,15,16,59,5.1,2,5.7,3,6.13,CSE,1,47.53,FAIL
11,6,7,17,19,87,4.3,3,6.1,6,4.96,MECH,1,47.79,FAIL
10,8,3,15,15,80,2.7,1,9.0,6,5.17,CSE,1,46.13,FAIL
11,9,3,13,13,80,5.8,2,7.0,8,4.63,MECH,1,41.19,FAIL
14,8,5,6,9,68,2.4,1,4.8,10,5.08,CSE,2,32.79,FAIL
22,10,5,13,13,81,5.6,2,10.5,6,5.03,MECH,2,53.8,D
16,6,4,11,14,71,2.3,3,5.3,6,4.43,CSE,4,39.49,FAIL
14,11,2,14,17,83,2.7,3,6.1,3,5.71,ECE,3,45.62,FAIL
13,8,5,6,5,46,5.5,1,9.0,9,4.27,CSE,4,27.02,FAIL
11,10,1,14,11,68,5.7,1,7.6,5,4.85,ECE,1,39.09,FAIL
15,10,5,18,18,100,5.2,1,6.3,4,5.85,MECH,4,57.37,D
9,9,6,11,13,63,1.9,2,5.2,6,5.62,CSE,1,36.96,FAIL
9,3,4,13,9,65,3.1,2,5.5,4,4.73,MECH,1,35.26,FAIL
15,9,4,11,18,68,4.3,0,5.6,1,5.27,ECE,3,53.87,D
14,10,1,10,12,56,2.3,0,7.0,6,3.97,ECE,4,38.7,FAIL
15,9,3,17,18,41,6.7,2,7.3,8,4.8,MECH,1,39.64,FAIL
16,9,7,10,10,71,0.0,1,6.8,6,4.95,MECH,2,42.04,FAIL
14,9,3,9,7,77,2.4,0,6.9,5,4.74,CSE,4,43.66,FAIL
13,11,5,15,13,74,3.0,1,5.4,5,5.17,ECE,2,47.1,FAIL
9,6,2,10,17,72,0.0,3,7.4,5,4.4,MECH,2,34.29,FAIL
12,9,3,8,11,75,1.2,1,8.9,5,4.11,MECH,3,39.35,FAIL
11,11,2,13,18,90,5.3,2,6.8,5,5.87,CSE,1,46.4,FAIL
13,10,4,15,16,72,4.1,2,6.7,5,6.16,MECH,4,48.48,FAIL
11,11,3,13,9,66,7.1,1,7.1,8,4.54,ECE,2,39.82,FAIL
19,8,7,19,12,70,7.1,1,8.7,6,5.66,CSE,1,53.99,D
11,9,4,17,14,83,4.9,3,5.7,5,6.0,MECH,2,44.69,FAIL
18,6,4,18,15,96,4.6,0,9.2,6,5.77,MECH,3,55.72,D
13,6,5,11,14,65,4.1,5,7.6,6,4.28,CSE,3,32.22,FAIL
12,6,3,12,9,76,0.0,1,7.0,7,4.56,MECH,4,35.42,FAIL
12,9,4,14,7,80,1.2,0,8.8,3,6.08,MECH,4,45.99,FAIL
7,8,3,17,9,60,4.2,3,5.2,4,4.6,CSE,4,35.14,FAIL
16,11,3,16,13,75,5.2,1,7.8,3,5.75,ECE,2,51.01,D
13,4,3,6,15,53,4.6,2,7.6,7,4.17,ECE,4,29.99,FAIL
11,6,3,9,7,48,2.2,2,5.6,6,4.16,CSE,2,28.62,FAIL
15,8,3,16,6,80,5.9,1,7.7,2,6.11,ECE,2,42.41,FAIL
11,7,3,14,12,69,7.0,0,7.4,6,5.46,MECH,4,40.16,FAIL
12,10,6,16,14,78,5.9,1,6.7,8,4.95,ECE,2,48.12,FAIL
16,10,5,13,8,74,6.0,2,8.3,5,5.79,CSE,4,42.44,FAIL
9,9,4,12,13,60,2.9,1,6.1,6,4.92,CSE,1,40.69,FAIL
12,11,4,18,16,74,6.2,2,7.4,6,5.76,ECE,2,46.37,FAIL
8,7,4,8,12,56,4.3,4,6.8,2,5.0,MECH,2,29.4,FAIL
17,12,1,12,17,95,5.0,0,6.1,5,5.34,MECH,1,56.66,D
15,7,2,19,12,54,4.7,2,7.8,8,5.64,CSE,4,37.36,FAIL
17,6,5,12,11,72,3.8,0,6.7,4,5.25,ECE,3,47.8,FAIL
4,7,2,13,8,59,2.3,4,4.8,7,4.12,MECH,4,24.41,FAIL
16,9,4,16,11,83,3.8,4,4.3,5,4.34,CSE,3,43.68,FAIL
17,7,5,10,20,70,6.0,2,8.2,4,5.1,ECE,4,45.1,FAIL
15,6,2,9,9,67,3.1,1,5.2,5,4.43,ECE,3,35.58,FAIL
16,11,4,16,18,87,5.8,2,7.4,4,6.04,ECE,2,54.88,D
15,10,4,12,11,75,5.5,3,7.1,3,5.42,MECH,4,42.55,FAIL
14,7,4,15,14,82,3.4,1,6.4,4,5.33,MECH,2,48.93,FAIL
10,7,2,14,13,60,6.8,1,9.9,5,4.83,CSE,2,39.37,FAIL
9,6,4,13,2,53,3.3,1,7.3,5,5.42,CSE,2,31.37,FAIL
16,6,5,15,15,76,7.0,2,8.1,4,5.45,CSE,2,45.29,FAIL
13,12,4,15,11,70,4.9,0,7.4,5,5.37,MECH,4,48.37,FAIL
16,9,3,17,8,84,4.0,2,6.7,6,4.98,MECH,3,46.32,FAIL
11,10,4,16,13,73,2.2,1,7.0,3,4.99,MECH,1,46.75,FAIL
9,8,6,14,17,78,3.8,3,9.2,4,5.16,MECH,1,44.45,FAIL
8,6,5,9,12,50,3.6,1,8.6,1,5.37,ECE,2,34.64,FAIL
12,7,6,13,17,100,1.5,4,9.9,5,5.19,ECE,2,48.24,FAIL
15,7,3,15,20,72,3.6,0,7.3,5,5.29,MECH,4,53.39,D
11,7,5,16,13,85,2.4,1,5.7,6,4.92,MECH,4,45.88,FAIL
14,6,3,16,14,62,5.2,1,6.3,5,5.34,CSE,3,41.4,FAIL
10,9,1,15,16,79,6.6,1,5.2,6,5.71,CSE,4,41.97,FAIL
11,5,4,11,13,55,1.5,2,8.2,5,4.46,ECE,2,35.27,FAIL
16,12,6,18,14,81,7.4,2,6.1,4,5.96,ECE,3,55.78,D
16,9,6,16,15,69,3.7,2,2.4,3,4.58,CSE,4,51.81,D
14,8,2,12,17,75,2.0,3,10.7,4,6.09,CSE,1,41.02,FAIL
17,11,5,16,16,85,5.5,1,6.1,3,5.53,ECE,4,56.32,D
17,5,3,9,15,56,3.1,4,6.1,5,4.53,MECH,4,32.81,FAIL
13,6,6,16,16,64,3.8,0,9.5,4,5.09,ECE,4,49.01,FAIL
17,8,2,12,9,81,3.2,3,5.2,6,4.59,CSE,1,40.44,FAIL
17,11,5,17,17,100,2.4,0,8.7,5,6.68,CSE,1,62.66,C
12,9,4,11,17,72,5.4,1,6.1,6,5.39,ECE,1,42.06,FAIL
13,11,5,12,17,83,3.4,1,5.0,6,5.04,MECH,4,51.42,D
10,9,4,18,4,73,1.1,3,9.6,5,4.83,ECE,2,36.79,FAIL
16,13,5,19,17,100,5.1,1,8.4,5,6.53,ECE,3,62.78,C
8,5,2,10,13,48,1.6,1,8.4,6,4.14,CSE,1,32.5,FAIL
11,8,3,16,15,76,1.7,3,7.6,10,4.56,MECH,4,38.97,FAIL
17,7,6,19,10,50,6.4,2,7.9,3,6.4,CSE,2,42.94,FAIL
2,3,1,7,5,37,1.6,0,5.2,5,3.49,MECH,3,14.97,FAIL
13,9,3,10,13,79,0.0,3,7.2,3,5.28,CSE,2,39.24,FAIL
15,8,4,14,14,77,5.2,1,5.6,5,5.4,ECE,4,48.35,FAIL
17,7,1,12,12,70,3.4,3,4.9,4,5.19,MECH,3,38.61,FAIL
12,9,1,13,13,73,3.6,0,7.6,5,5.03,MECH,3,44.1,FAIL
18,8,2,16,14,100,3.4,0,8.7,5,5.5,MECH,4,53.84,D
11,11,4,21,12,71,4.5,2,6.4,4,5.34,CSE,2,47.18,FAIL
12,8,5,10,15,82,2.5,1,6.7,1,5.31,MECH,2,46.38,FAIL
13,7,3,8,14,65,7.0,2,5.3,8,3.74,ECE,1,36.25,FAIL
13,8,1,9,11,79,1.0,2,7.0,7,4.31,CSE,1,33.91,FAIL
13,9,6,4,17,71,4.9,2,8.1,5,5.2,ECE,3,41.96,FAIL
14,9,4,7,11,68,5.3,2,8.2,3,5.02,MECH,3,38.07,FAIL
14,8,4,11,15,100,2.5,2,7.8,5,5.67,MECH,1,49.15,FAIL
15,3,4,16,12,92,2.0,1,6.1,6,4.73,ECE,3,49.66,FAIL
14,6,3,10,10,77,6.0,0,6.0,7,5.18,ECE,4,42.36,FAIL
10,6,5,5,12,40,2.0,3,8.2,7,5.26,ECE,4,23.79,FAIL
16,9,4,10,16,69,2.8,2,8.2,7,5.48,ECE,1,42.23,FAIL
18,16,5,19,20,100,5.8,0,6.7,2,6.49,MECH,2,73.3,B
16,8,4,13,15,71,4.1,2,6.4,4,6.08,ECE,1,43.44,FAIL
20,7,4,12,8,91,0.4,0,8.8,7,5.02,MECH,2,47.28,FAIL
11,12,6,16,19,96,7.5,1,6.5,3,6.18,CSE,3,60.59,C
9,8,1,8,18,78,2.9,1,8.1,7,4.52,CSE,2,37.98,FAIL
9,8,3,9,12,62,3.2,2,6.8,9,5.07,CSE,3,29.31,FAIL
9,7,3,9,12,38,4.5,0,5.4,7,5.15,CSE,2,32.65,FAIL
20,6,4,18,20,85,5.3,2,9.4,6,6.16,CSE,4,54.97,D
8,11,4,12,16,62,7.9,3,7.2,4,6.28,ECE,3,40.71,FAIL
11,6,4,12,9,77,0.7,4,5.9,6,3.26,ECE,3,31.25,FAIL
10,6,3,16,14,56,5.7,0,4.9,2,6.29,MECH,1,43.37,FAIL
14,10,3,9,16,71,5.5,3,5.1,3,5.26,CSE,3,40.2,FAIL
16,11,4,16,18,75,3.7,1,6.4,4,6.4,CSE,2,56.34,D
19,12,7,16,10,79,5.6,1,9.9,5,6.63,MECH,3,52.9,D
13,8,4,18,15,58,5.9,3,6.1,4,5.5,ECE,2,41.13,FAIL
13,9,3,11,14,92,1.2,2,9.2,6,5.16,ECE,4,44.99,FAIL
8,8,4,16,12,66,7.5,1,6.8,7,5.32,CSE,4,40.36,FAIL
15,2,0,10,12,49,0.9,2,5.2,4,3.28,MECH,4,28.17,FAIL
13,8,4,7,14,73,1.7,2,6.3,5,5.28,MECH,3,35.85,FAIL
12,4,4,15,7,75,3.5,4,5.1,4,3.78,CSE,3,31.16,FAIL
18,10,5,13,17,77,7.8,3,5.7,5,5.45,ECE,1,50.87,D
15,10,5,17,19,95,3.4,1,5.7,6,6.07,CSE,3,60.32,C
14,7,3,12,10,71,3.9,1,4.1,7,5.0,ECE,1,40.41,FAIL
16,13,6,13,14,73,6.9,1,9.3,6,4.88,MECH,3,49.52,FAIL
6,6,3,8,10,58,3.4,1,7.3,6,4.06,ECE,4,26.73,FAIL
15,9,3,11,13,87,1.6,1,6.0,2,5.05,ECE,3,46.51,FAIL
20,8,3,15,13,77,3.2,2,7.3,3,5.42,CSE,2,51.66,D
20,12,4,19,14,68,6.7,2,5.7,3,5.93,CSE,3,54.2,D
15,6,3,7,12,46,4.1,1,3.0,6,4.45,ECE,3,33.07,FAIL
23,9,5,16,18,96,7.9,2,11.4,2,6.33,CSE,1,61.39,C
9,9,4,14,15,56,5.5,2,7.3,6,5.25,CSE,4,39.31,FAIL
10,5,4,13,15,66,2.7,1,6.1,6,5.04,MECH,4,39.79,FAIL
12,8,6,16,19,80,4.1,2,4.1,1,5.67,ECE,2,53.01,D
23,7,4,16,10,57,2.3,2,4.8,3,5.84,ECE,2,48.47,FAIL
12,6,3,6,15,52,2.7,2,9.5,7,5.0,CSE,2,32.42,FAIL
12,10,4,15,18,43,13.0,1,9.3,6,6.29,CSE,3,41.39,FAIL
14,11,5,20,18,85,6.0,0,8.1,3,6.92,ECE,3,59.57,D
15,10,3,14,15,66,5.7,0,5.3,3,5.71,CSE,4,51.52,D
11,9,4,12,15,100,2.8,3,9.3,1,5.9,ECE,2,47.59,FAIL
20,10,5,11,10,60,7.1,1,7.7,8,5.68,ECE,2,41.12,FAIL
16,7,5,13,16,61,6.2,2,8.0,5,5.1,MECH,2,41.08,FAIL
14,6,4,12,15,66,7.8,4,7.7,9,4.68,ECE,4,32.7,FAIL
12,7,10,21,16,78,7.7,2,4.7,5,5.06,ECE,4,52.77,D
8,7,4,11,7,67,1.0,0,5.2,6,5.03,ECE,2,32.33,FAIL
14,10,1,11,13,84,1.8,2,6.2,7,5.14,CSE,3,39.52,FAIL
12,7,4,15,13,60,2.0,2,8.0,8,4.98,MECH,1,39.4,FAIL
7,6,5,10,16,54,2.1,1,4.9,6,4.56,MECH,1,37.7,FAIL
11,7,3,14,12,48,4.6,2,6.7,5,4.81,ECE,2,31.75,FAIL
10,4,1,15,5,41,2.9,3,6.7,5,4.52,ECE,1,21.24,FAIL
18,7,2,20,17,67,8.1,0,8.2,3,6.18,ECE,3,52.27,D
21,8,4,16,18,70,7.8,3,8.0,4,5.49,CSE,2,51.11,D
5,5,2,13,10,65,4.0,0,5.5,5,4.21,ECE,4,35.62,FAIL
19,16,5,21,12,93,7.9,1,9.2,8,5.74,MECH,3,60.89,C
15,15,5,14,23,93,7.0,0,5.3,4,6.14,ECE,1,61.8,C
13,12,6,8,12,69,3.1,2,8.6,7,4.63,MECH,3,39.56,FAIL
10,4,4,16,8,48,0.0,0,6.2,5,5.14,MECH,2,33.1,FAIL
14,12,3,9,15,66,3.6,1,7.2,7,5.02,ECE,4,41.69,FAIL
8,6,3,19,9,66,2.7,0,7.3,6,4.85,MECH,2,37.87,FAIL
15,11,5,10,9,65,4.4,3,7.3,6,4.68,CSE,1,36.51,FAIL
13,9,4,10,12,64,4.2,0,8.0,7,5.37,CSE,2,41.62,FAIL
16,5,4,14,12,65,4.1,2,7.6,7,4.27,CSE,3,41.2,FAIL
18,12,6,9,12,69,5.0,2,8.2,7,5.29,MECH,1,43.58,FAIL
11,10,2,18,12,65,1.6,0,7.7,9,4.16,CSE,1,40.84,FAIL
16,7,6,19,15,78,4.8,2,5.1,8,4.94,CSE,1,50.63,D
16,10,4,18,13,80,3.1,1,7.4,6,5.38,ECE,1,52.82,D
15,4,0,7,11,61,4.4,2,6.2,4,4.42,MECH,2,28.65,FAIL
18,9,3,18,17,94,5.9,3,5.3,6,4.72,CSE,3,53.05,D
7,6,2,14,12,60,1.6,0,6.6,1,4.49,CSE,3,36.14,FAIL
12,6,5,12,8,50,3.4,3,7.3,7,4.91,ECE,2,29.89,FAIL
10,13,4,17,18,80,3.8,2,7.4,3,5.71,CSE,1,54.22,D
10,5,3,13,14,62,3.0,0,8.6,7,4.58,ECE,2,38.37,FAIL
14,10,7,12,14,79,5.8,1,9.0,9,6.3,MECH,3,47.13,FAIL
12,8,2,9,6,38,2.6,2,7.5,2,5.29,ECE,3,30.0,FAIL
15,8,4,15,16,95,2.9,1,7.8,5,6.08,MECH,2,54.55,D
13,7,4,9,14,85,2.6,1,7.1,3,5.08,MECH,1,47.24,FAIL
17,11,4,16,15,52,6.2,1,8.2,2,5.95,CSE,4,47.24,FAIL
14,10,4,15,15,52,3.0,2,7.7,5,4.88,CSE,3,42.39,FAIL
16,9,6,17,15,100,4.9,1,6.9,6,5.35,ECE,2,55.88,D
17,11,3,20,16,63,8.0,1,10.2,7,5.54,CSE,3,52.49,D
13,10,1,12,13,62,3.9,3,6.2,5,4.33,CSE,1,38.49,FAIL
18,7,4,12,10,41,6.2,0,9.2,2,4.96,MECH,1,39.03,FAIL
13,10,1,12,16,69,7.3,2,5.0,5,4.74,CSE,2,43.36,FAIL
13,9,5,16,20,71,6.1,1,8.2,2,6.29,MECH,4,53.59,D
16,7,6,7,14,85,4.0,1,9.2,2,5.89,ECE,1,44.94,FAIL
8,7,5,17,6,54,5.3,2,4.1,3,4.38,ECE,3,35.62,FAIL
9,6,3,11,8,52,1.4,0,7.2,7,4.5,ECE,4,31.88,FAIL
14,7,7,16,13,81,2.4,1,8.1,6,5.15,MECH,2,48.08,FAIL
13,9,2,18,10,90,2.8,1,7.4,6,5.81,CSE,3,45.44,FAIL
13,9,7,16,13,51,8.5,1,7.6,3,5.61,MECH,1,43.81,FAIL
12,9,3,10,13,91,2.4,1,7.2,4,4.72,MECH,3,45.84,FAIL
11,10,4,2,14,75,2.3,1,5.4,2,4.89,MECH,4,39.6,FAIL
10,10,4,19,16,91,1.9,2,10.6,8,4.74,CSE,3,52.12,D
17,9,6,14,15,73,5.1,0,6.2,9,5.12,MECH,4,49.05,FAIL
15,6,2,10,10,37,4.3,1,7.7,6,4.99,ECE,3,29.22,FAIL
16,11,7,12,12,72,6.2,3,6.0,6,4.46,CSE,3,46.14,FAIL
18,10,1,13,15,90,5.3,0,3.6,5,5.28,ECE,3,52.62,D
10,6,3,12,14,61,1.2,1,5.6,2,5.32,MECH,3,38.49,FAIL
11,7,4,10,12,69,2.4,2,4.8,3,4.09,MECH,2,35.68,FAIL
12,6,6,15,15,72,6.7,0,8.6,4,5.53,CSE,2,46.97,FAIL
9,5,1,8,13,31,3.6,1,6.1,4,4.29,CSE,1,28.41,FAIL
18,11,3,20,17,100,6.4,1,6.2,4,6.55,CSE,3,59.27,D
8,6,6,14,15,61,3.7,1,5.4,5,5.0,MECH,3,40.89,FAIL
14,10,5,12,12,82,2.1,0,7.1,3,5.7,MECH,1,52.01,D
11,10,1,13,9,73,3.4,1,5.9,9,4.89,CSE,1,39.87,FAIL
15,13,4,11,15,93,2.1,0,8.5,2,5.6,CSE,4,57.14,D
14,8,3,16,9,81,2.9,4,7.5,7,5.85,CSE,1,35.64,FAIL
14,8,6,18,12,71,4.4,1,6.1,4,4.86,ECE,3,49.09,FAIL
13,6,3,13,13,61,5.0,2,8.3,6,3.7,MECH,3,37.82,FAIL
7,8,3,11,13,86,0.8,1,7.0,6,4.04,MECH,2,39.32,FAIL
10,3,3,8,15,46,4.0,2,7.0,5,4.58,MECH,4,30.45,FAIL
11,8,7,15,11,84,2.8,1,4.8,3,5.06,MECH,2,48.09,FAIL
14,8,5,9,8,58,2.7,2,6.9,4,4.53,CSE,3,32.13,FAIL
20,9,6,15,17,93,4.3,2,7.5,5,5.73,CSE,2,59.37,D
14,8,5,16,12,77,2.9,1,9.0,5,5.91,MECH,4,48.54,FAIL
17,13,5,14,17,84,6.8,0,5.9,3,6.05,MECH,2,61.99,C
11,10,3,16,12,76,6.4,4,10.4,8,5.89,MECH,3,38.54,FAIL
13,10,5,9,11,48,6.4,3,7.8,1,4.91,MECH,4,36.14,FAIL
10,10,3,10,10,62,3.0,1,4.7,4,4.43,ECE,2,34.92,FAIL
18,10,2,12,14,85,2.1,3,5.7,3,5.58,MECH,2,43.88,FAIL
13,9,4,18,14,77,4.2,2,9.1,5,5.54,MECH,1,45.28,FAIL
13,13,5,16,16,92,3.7,1,8.9,7,5.74,MECH,1,53.14,D
10,4,6,12,15,81,2.8,2,7.0,2,5.78,CSE,1,42.85,FAIL
11,3,4,9,11,60,1.6,2,7.2,10,4.22,CSE,3,26.81,FAIL
11,10,3,16,12,63,3.9,2,5.3,5,5.57,CSE,1,40.63,FAIL
16,13,5,8,14,76,3.2,1,9.0,6,4.96,MECH,1,49.48,FAIL
12,8,0,8,14,40,5.4,3,5.5,2,4.42,MECH,3,29.44,FAIL
15,10,5,12,12,100,5.3,1,8.3,5,5.11,CSE,1,51.86,D
18,9,4,16,13,81,6.2,2,9.0,7,5.98,CSE,3,51.39,D
18,10,2,14,15,93,1.5,1,7.1,5,4.98,CSE,3,52.34,D
9,11,2,12,15,51,4.8,1,8.5,5,5.6,CSE,4,40.03,FAIL
13,11,7,15,14,93,2.5,2,9.8,5,5.79,ECE,3,54.33,D
20,10,5,10,16,100,1.6,0,7.4,2,5.57,MECH,4,61.79,C
8,9,4,8,10,55,3.1,3,6.7,2,4.44,MECH,2,29.61,FAIL
18,11,6,18,16,86,6.1,1,6.9,7,5.91,CSE,3,58.07,D
16,9,3,8,12,75,3.3,2,5.9,7,4.77,MECH,1,39.07,FAIL
13,10,6,12,13,51,7.1,1,5.9,7,4.95,MECH,3,38.15,FAIL
17,8,4,18,20,82,5.1,1,7.7,3,6.05,CSE,1,60.08,C
13,9,0,15,22,87,3.2,2,6.8,5,5.46,MECH,1,51.59,D
18,9,6,11,9,65,6.3,3,7.5,7,4.73,ECE,3,40.68,FAIL
14,8,0,18,14,92,4.9,2,4.8,3,5.9,CSE,1,47.29,FAIL
7,5,3,8,8,49,2.1,1,6.9,7,4.66,CSE,4,25.45,FAIL
17,8,5,14,18,52,7.7,1,8.5,4,5.65,CSE,4,45.62,FAIL
16,11,1,12,18,77,4.5,2,5.3,3,5.65,MECH,3,50.15,D
14,9,4,9,17,75,4.0,2,7.0,5,5.58,MECH,1,42.11,FAIL
